ID,Original Entity Name,Type,Original_Files
2760,Ornella Osti,E21 Person,name-English_table.csv
2761,"Orsini, Paolo Giordano",E21 Person,O_refined.csv
2762,"Ortes, Abate Giuseppe Maria",E21 Person,O_refined.csv
2763,"Osimo, Don Cesare Leopardi di",E21 Person,O_refined.csv
2764,Oskar Pollak,E21 Person,name-English_table.csv
2765,Ospedale della Pietà,E53 Place,gio-English_table.csv
2766,Osservatore Veneto,E22 Man-Made Object,O_refined.csv; gio-English_table.csv
2767,Ostia,E53 Place,gio-English_table.csv
2768,Osvald Sirén,E21 Person,name-English_table.csv
2769,Osvaldo B?hm Photograph Collection: Art and Architecture of Venice,E53 Place,gio-English_table.csv
2770,Ottaviano Prati,E21 Person,P_refined.csv; name-English_table.csv
2771,Ottavio Cocchi,E21 Person,C_refined.csv; name-English_table.csv
2772,Ottavio Leoni,E21 Person,L_refined.csv; name-English_table.csv
2773,Ottavio Novaroli,E21 Person,name-English_table.csv
2774,Ottavio Vannini,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
2775,Ottavio del Rosso,E21 Person,Q-R_refined.csv; name-English_table.csv
2776,Otto Kurz,E21 Person,name-English_table.csv
2777,"Ottoboni, Cardinal Pietro (nephew to Pope Alexander VIII)",E21 Person,O_refined.csv
2778,"Ottoboni, Pietro (Pope Alexander VIII)",E21 Person,O_refined.csv
2779,"Ottonelli, Padre",E21 Person,O_refined.csv
2780,"Our Lady of the Assumption Cathedral, Elvas",E53 Place,gio-English_table.csv
2781,Ovid,E21 Person,name-English_table.csv
2782,Owen McSwiny,E21 Person,M_refined.csv; work-English_table.csv
2783,Owen Swiny,E21 Person,name-English_table.csv
2784,"Oxford, Robert Harley, Earl of",E21 Person,O_refined.csv
2785,"Où sont des pasteurs, des bergères et des moutons",E22 Man-Made Object,work-English_table.csv
2786,P. Carlo de Co: ti Lodoli Veneziano forse il Socrate Architetto,E22 Man-Made Object,work-English_table.csv
2787,Pacecco De Rosa,E21 Person,name-English_table.csv
2788,Padovanino,E21 Person,P_refined.csv
2789,Padre Massimo,E21 Person,M_refined.csv; name-English_table.csv
2790,Padua,E53 Place,P_refined.csv
2791,Paganino Gaudenzi,E21 Person,G_refined.csv; name-English_table.csv
2792,"Painting, social significance of",E21 Person,P_refined.csv
2793,Paintings for the Church in Salamanca,E22 Man-Made Object,work-English_table.csv
2794,Palace at Valmontone,E53 Place,gio-English_table.csv
2795,Palace of Fontainebleau,E53 Place,gio-English_table.csv
2796,Palace of Versailles,E53 Place,gio-English_table.csv
2797,Palatinate,E53 Place,gio-English_table.csv
2798,Palazzi Barbaro,E53 Place,gio-English_table.csv
2799,Palazzo Altemps,E53 Place,gio-English_table.csv
2800,Palazzo Altieri (Oriolo Romano),E53 Place,gio-English_table.csv
2801,Palazzo Balbi,E53 Place,gio-English_table.csv
2802,Palazzo Barberini,E53 Place,gio-English_table.csv
2803,Palazzo Buonaccorsi 19th century art collection,E53 Place,gio-English_table.csv
2804,Palazzo Buonaccorsi Gallery of Ancient Art,E53 Place,gio-English_table.csv
2805,Palazzo Chiericati,E53 Place,gio-English_table.csv; work-English_table.csv
2806,Palazzo ChigiOdescalchi,E53 Place,gio-English_table.csv
2807,Palazzo Clerici,E53 Place,gio-English_table.csv
2808,Palazzo Colonna,E53 Place,gio-English_table.csv
2809,Palazzo Contarini del Bovolo,E53 Place,gio-English_table.csv
2810,Palazzo Ducale,E22 Man-Made Object,P_refined.csv; gio-English_table.csv
2811,Palazzo Ducale Mantua,E53 Place,gio-English_table.csv
2812,Palazzo Farnese,E53 Place,gio-English_table.csv
2813,Palazzo Fenzi,E53 Place,gio-English_table.csv
2814,Palazzo Foscari,E53 Place,gio-English_table.csv
2815,Palazzo Foscarini,E53 Place,gio-English_table.csv
2816,Palazzo Foscarini ai Carmini (Venice),E53 Place,gio-English_table.csv
2817,Palazzo Gondi,E53 Place,gio-English_table.csv
2818,Palazzo Litta,E53 Place,gio-English_table.csv
2819,Palazzo Loredan,E53 Place,gio-English_table.csv
2820,Palazzo Manin,E53 Place,gio-English_table.csv
2821,Palazzo Medici Riccardi,E53 Place,gio-English_table.csv
2822,Palazzo Pamphilj,E53 Place,gio-English_table.csv
2823,Palazzo Pitti,E53 Place,gio-English_table.csv
2824,Palazzo Reale,E53 Place,gio-English_table.csv
2825,Palazzo Rospigliosi Pallavicini,E53 Place,gio-English_table.csv
2826,Palazzo Schifanoia,E53 Place,gio-English_table.csv
2827,Palazzo Taddeo,E53 Place,gio-English_table.csv
2828,Palazzo Venezia,E53 Place,gio-English_table.csv
2829,Palazzo dei Conservatori,E53 Place,gio-English_table.csv
2830,Palazzo della Cancelleria,E53 Place,gio-English_table.csv
2831,Palazzo della Ragione,E53 Place,gio-English_table.csv; work-English_table.csv
2832,Palazzolo dello Stella,E53 Place,gio-English_table.csv
2833,Palestrina,E53 Place,gio-English_table.csv
2834,Pallas Athena,E22 Man-Made Object,work-English_table.csv
2835,"Pallavicini, Marchese Niccolò Maria",E22 Man-Made Object,P_refined.csv
2836,"Palma, Jacopo (il Giovane)",E21 Person,P_refined.csv
2837,"Palmerston, Lady",E21 Person,P_refined.csv
2838,"Paltronieri, Pietro ('il Mirandolese')",E21 Person,P_refined.csv
2839,"Pamfili (Astalli), Camillo",E21 Person,P_refined.csv
2840,Pamfili Moncalto,E21 Person,name-English_table.csv
2841,Pamfili palace (Piazza Navona),E22 Man-Made Object,P_refined.csv
2842,"Pamfili, Gianbattista (Pope Innocent X)",E21 Person,P_refined.csv
2843,"Pamfili, Giulia",E21 Person,P_refined.csv
2844,"Pamfili, Prince Camillo (nephew to Pope Innocent X)",E21 Person,P_refined.csv
2845,Pan,E21 Person,name-English_table.csv
2846,Pan Subdued by Cupid (from a painting by Carracci) and Triumph of Bacchus (from a painting by Pietro da Cortona),E22 Man-Made Object,work-English_table.csv
2847,Pan and Syrinx,E22 Man-Made Object,work-English_table.csv
2848,"Panciatichi, Senator Francesco",E53 Place,P_refined.csv
2849,"Pannini, Giovanni Paolo",E21 Person,P_refined.csv
2850,Pantheon,E53 Place,gio-English_table.csv
2851,Paola Berselli Ambri,E21 Person,name-English_table.csv
2852,Paola Zambelli,E21 Person,name-English_table.csv
2853,Paola della Pergola,E21 Person,name-English_table.csv
2854,Paolo Battista Balbi,E21 Person,B_refined.csv; name-English_table.csv
2855,Paolo Emilio Sfondrati,E21 Person,name-English_table.csv
2856,Paolo Farinati,E21 Person,name-English_table.csv
2857,Paolo Gerolamo Piola,E21 Person,name-English_table.csv
2858,Paolo Giordano I Orsini,E21 Person,name-English_table.csv
2859,Paolo Giordano Orsini II,E21 Person,name-English_table.csv; work-English_table.csv
2860,Paolo Guidotti,E21 Person,G_refined.csv; name-English_table.csv
2861,Paolo Maccarani,E21 Person,M_refined.csv; name-English_table.csv
2862,Paolo Maria Paciaudi,E21 Person,P_refined.csv; name-English_table.csv
2863,Paolo Negri,E21 Person,N_refined.csv; name-English_table.csv
2864,Paolo Portoghesi,E21 Person,name-English_table.csv
2865,Paolo Renier,E21 Person,Q-R_refined.csv; name-English_table.csv
2866,Paolo Veronese,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
2867,Paolo de Matteis,E21 Person,M_refined.csv; name-English_table.csv
2868,Papal states,E53 Place,P_refined.csv
2869,Paris Bordone,E53 Place,B_refined.csv; name-English_table.csv
2870,"Paris, Venetian 18th-century artists in",E74 Group,P_refined.csv
2871,Parish of San Marco,E53 Place,gio-English_table.csv
2872,Parma Cathedral,E53 Place,gio-English_table.csv
2873,Parma gallery,E53 Place,gio-English_table.csv
2874,"Parma, Academy",E74 Group,P_refined.csv
2875,"Parma, Dukes of",E21 Person,P_refined.csv
2876,"Parmigianino, Francesco",E53 Place,P_refined.csv
2877,Parnassus,E22 Man-Made Object,work-English_table.csv
2878,"Pasquali, Giambattista",E21 Person,P_refined.csv
2879,"Pasquetti, Leonardo",E21 Person,P_refined.csv
2880,"Passante, Bartolommeo",E21 Person,P_refined.csv
2881,Passariano,E53 Place,gio-English_table.csv
2882,"Passarowitz, Peace of",E5 Event,P_refined.csv
2883,"Passeri, Giambattista",E21 Person,P_refined.csv
2884,"Passignani, Domenico",E21 Person,P_refined.csv
2885,Pastoral Landscape,E22 Man-Made Object,work-English_table.csv
2886,Pater Hugo Hantsch,E21 Person,name-English_table.csv
2887,"Patriarch, Gaspare",E22 Man-Made Object,P_refined.csv
2888,Patriarchal Seminary of Venice,E53 Place,gio-English_table.csv
2889,Patron-artist relation,E28 Conceptual Object,P_refined.csv
2890,Paul Brill,E21 Person,B_refined.csv; name-English_table.csv
2891,Paul Dudon,E21 Person,name-English_table.csv
2892,Paul Fréart de Chantelou,E21 Person,name-English_table.csv
2893,Paul Hazard,E21 Person,name-English_table.csv
2894,Paul Heilbronner,E21 Person,name-English_table.csv
2895,"Paul V, Pope",E21 Person,P_refined.csv
2896,Paul Valéry,E21 Person,name-English_table.csv
